nombre,peso,altura
Michael Dickerson,86.1825503,195.58
Michael Doleac,118.8412009,210.82
Michael Finley,97.52235955,200.66
Michael Hawkins,80.73944186,182.88
Michael Jackson,83.00740371,187.96
Michael Jordan,88.45051215,198.12
Michael Kidd-Gilchrist,105.2334298,200.66
Michael McDonald,105.2334298,208.28
Michael Olowokandi,122.0163475,213.36
Michael Phelps,81.6466266,193.04
Michael Redd,99.7903214,198.12
Michael Ruffin,111.583723,205.74
Michael Smith,104.3262451,203.2
Michael Smith,102.0582833,208.28
Michael Stewart,104.3262451,208.28
Michael Wiley,90.718474,205.74
Michael Wilson,79.37866475,193.04
Michael Young,99.7903214,200.66
Micheal Ray Richardson,85.72895793,195.58
Micheal Williams,79.37866475,187.96
Mickael Gelabale,97.52235955,200.66
Mickael Pietrus,97.52235955,198.12
Mickell Gladness,99.7903214,210.82
Mickey Davis,88.45051215,200.66
Mickey Dillard,77.1107029,190.5
Mickey Johnson,86.1825503,208.28
Mike Bantom,90.718474,205.74
Mike Barr,81.6466266,190.5
Mike Batiste,102.0582833,203.2
Mike Bibby,86.1825503,185.42
Mike Bratz,83.91458845,187.96
Mike Brittain,106.594207,213.36
Mike Brown,116.5732391,205.74
Mike Champion,104.3262451,208.28
Mike Conley,81.6466266,185.42
Mike D'Antoni,83.91458845,190.5
Mike Davis,83.91458845,190.5
Mike Davis,104.3262451,208.28
Mike Dunleavy,81.6466266,190.5
Mike Dunleavy,99.7903214,205.74
Mike Evans,77.1107029,185.42
Mike Farmer,95.2543977,200.66
Mike Flynn,81.6466266,187.96
Mike Gale,83.91458845,193.04
Mike Gibson,92.98643585,208.28
Mike Glenn,79.37866475,187.96
Mike Gminski,113.3980925,210.82
Mike Green,90.718474,208.28
Mike Hall,104.3262451,203.2
Mike Harper,88.45051215,208.28
Mike Harris,108.8621688,198.12
Mike Higgins,99.7903214,205.74
Mike Holton,83.91458845,193.04
Mike Iuzzolino,79.37866475,177.8
Mike James,85.27536556,187.96
Mike Kearns,80.73944186,187.96
Mike Lynn,97.52235955,200.66
Mike Macaluso,95.2543977,195.58
Mike McGee,86.1825503,195.58
Mike Miller,98.88313666,203.2
Mike Mitchell,97.52235955,200.66
Mike Morrison,88.45051215,193.04
Mike Muscala,108.4085764,210.82
Mike Newlin,90.718474,193.04
Mike Niles,102.0582833,198.12
Mike O'Koren,93.89362059,200.66
Mike Penberthy,83.91458845,190.5
Mike Peplowski,122.4699399,208.28
Mike Price,90.718474,190.5
Mike Ratliff,104.3262451,208.28
Mike Riordan,90.718474,193.04
Mike Sanders,95.2543977,198.12
Mike Scott,107.5013917,203.2
Mike Silliman,102.0582833,198.12
Mike Smith,88.45051215,203.2
Mike Smrek,113.3980925,213.36
Mike Sojourner,102.0582833,205.74
Mike Sweetney,124.7379018,203.2
Mike Taylor,74.84274105,187.96
Mike Wilks,83.91458845,177.8
Mike Williams,115.6660544,203.2
Mike Woodson,88.45051215,195.58
Mikki Moore,102.0582833,210.82
Mile Ilic,104.3262451,215.9
Miles Plumlee,111.1301307,208.28
Miles Simon,91.62565874,190.5
Milos Babic,108.8621688,213.36
Milt Palacio,88.45051215,190.5
Milt Wagner,83.91458845,195.58
Milt Williams,82.55381134,187.96
Miroslav Raduljica,113.3980925,213.36
Mirsad Turkcan,107.0477993,205.74
Mirza Teletovic,106.594207,203.2
Mitch Kupchak,104.3262451,205.74
Mitch Richmond,97.52235955,195.58
Mitchell Butler,95.2543977,195.58
Mitchell Wiggins,83.91458845,193.04
Mo Howard,77.1107029,187.96
Mo Layton,81.6466266,185.42
Mo Williams,83.91458845,185.42
Moe Barr,88.45051215,193.04
Monk Meineke,94.34721296,200.66
Monta Ellis,79.37866475,190.5
Monte Towe,68.0388555,170.18
Monti Davis,92.98643585,200.66
Monty Williams,102.0582833,203.2
Moochie Norris,79.37866475,185.42
Mookie Blaylock,81.6466266,182.88
Morlon Wiley,83.91458845,193.04
Morris Almond,102.0582833,198.12
Morris Peterson,98.88313666,200.66
Moses Malone,97.52235955,208.28
Mouhamed Sene,104.3262451,210.82
Muggsy Bogues,61.68856232,160.02
Mustafa Shakur,86.1825503,190.5
Mychal Thompson,102.5118756,208.28
Mychel Thompson,95.70799007,198.12
Myles Patrick,99.7903214,203.2
Myron Jackson,83.91458845,190.5
Nando De Colo,90.718474,195.58
Nate Blackwell,77.1107029,193.04
Nate Bowman,104.3262451,208.28
Nate Driggers,97.52235955,195.58
Nate Hawthorne,86.1825503,193.04
Nate Huffman,111.1301307,215.9
Nate Johnston,95.2543977,203.2
Nate McMillan,88.45051215,195.58
Nate Robinson,81.6466266,175.26
Nate Thurmond,102.0582833,210.82
Nate Williams,97.52235955,195.58
Nate Wolters,86.1825503,193.04
Nathan Jawai,127.0058636,208.28
Nathaniel Clifton,99.7903214,198.12
Nazr Mohammed,100.2439138,208.28
Ndudi Ebi,90.718474,205.74
Neal Walk,99.7903214,208.28
Negele Knight,79.37866475,185.42
Neil Johnson,99.7903214,200.66
Neil Johnston,95.2543977,203.2
Nemanja Nedovic,87.08973504,190.5
Nenad Krstic,108.8621688,213.36
Nene,117.9340162,210.82
Nick Anderson,92.98643585,198.12
Nick Calathes,96.61517481,198.12
Nick Collison,115.6660544,205.74
Nick Fazekas,106.594207,210.82
Nick Jones,86.1825503,187.96
Nick Mantis,86.1825503,190.5
Nick Van Exel,77.1107029,185.42
Nick Vanos,115.6660544,215.9
Nick Weatherspoon,88.45051215,200.66
Nick Young,90.718474,198.12
Nicolas Batum,90.718474,203.2
Nikita Wilson,90.718474,203.2
Nikola Pekovic,129.2738255,210.82
Nikola Vucevic,108.8621688,208.28
Nikoloz Tskitishvili,102.0582833,213.36
Noel Felix,102.0582833,205.74
Nolan Smith,83.91458845,187.96
Norm Cook,95.2543977,203.2
Norm Nixon,77.1107029,187.96
Norm Richardson,86.1825503,195.58
Norm Stewart,92.98643585,195.58
Norm Van Lier,78.47148001,185.42
Norman Black,83.91458845,195.58
Norris Cole,77.1107029,187.96
Norris Coleman,95.2543977,203.2
Norton Barnhill,92.98643585,193.04
O.J. Mayo,95.2543977,193.04
Obinna Ekezie,122.4699399,205.74
Odie Spears,92.98643585,195.58
Odis Allison,88.45051215,198.12
Ognjen Kuzmic,113.8516849,215.9
Olden Polynice,99.7903214,210.82
Oleksiy Pecherov,106.1406146,213.36
Oliver Lafayette,86.1825503,187.96
Oliver Miller,127.0058636,205.74
Oliver Robinson,81.6466266,193.04
Ollie Johnson,90.718474,198.12
Ollie Mack,83.91458845,190.5
Olumide Oyedeji,108.8621688,208.28
Omar Cook,86.1825503,185.42
Omer Asik,115.6660544,213.36
Omri Casspi,102.0582833,205.74
Orien Greene,94.34721296,193.04
Orlando Graham,99.7903214,203.2
Orlando Johnson,99.7903214,195.58
Orlando Woolridge,97.52235955,205.74
Oscar Robertson,92.98643585,195.58
Oscar Torres,95.2543977,198.12
Othell Wilson,86.1825503,182.88
Othella Harrington,106.594207,205.74
Othello Hunter,102.0582833,203.2
Othyus Jeffers,90.718474,195.58
Otis Birdsong,86.1825503,190.5
Otis Howard,99.7903214,200.66
Otis Smith,95.2543977,195.58
Otis Thorpe,102.0582833,205.74
Otto Moore,92.98643585,210.82
Otto Porter,89.81128926,205.74
Owen Wells,90.718474,200.66
Ozell Jones,106.594207,210.82
P.J. Brown,102.0582833,210.82
P.J. Tucker,102.0582833,195.58
Pablo Prigioni,81.6466266,190.5
Pace Mannion,86.1825503,200.66
Pape Sow,113.3980925,208.28
Pape Sy,102.0582833,200.66
Pat Burke,113.3980925,210.82
Pat Cummings,104.3262451,205.74
Pat Dunn,77.1107029,187.96
Pat Durham,95.2543977,200.66
Pat Frink,88.45051215,193.04
Pat Garrity,107.9549841,205.74
Pat Riley,92.98643585,193.04
Patrick Beverley,81.6466266,185.42
Patrick Ewing,106.594207,203.2
Patrick Ewing,108.8621688,213.36
Patrick Mills,83.91458845,182.88
Patrick O'Bryant,117.9340162,213.36
Patrick Patterson,106.594207,205.74
Pau Gasol,102.965468,213.36
Paul Arizin,86.1825503,193.04
Paul Davis,122.4699399,210.82
Paul Dawkins,86.1825503,195.58
Paul George,99.7903214,205.74
Paul Graham,90.718474,198.12
Paul Grant,111.1301307,213.36
Paul Griffin,92.98643585,205.74
Paul Hoffman,88.45051215,187.96
Paul Hogue,108.8621688,205.74
Paul Long,81.6466266,187.96
Paul McCracken,81.6466266,193.04
Paul McPherson,95.2543977,193.04
Paul Millsap,111.1301307,203.2
Paul Mokeski,113.3980925,213.36
Paul Neumann,79.37866475,185.42
Paul Pierce,104.3262451,198.12
Paul Pressey,83.91458845,195.58
Paul Ruffner,102.0582833,208.28
Paul Seymour,81.6466266,185.42
Paul Shirley,104.3262451,208.28
Paul Silas,99.7903214,200.66
Paul Stovall,97.52235955,193.04
Paul Thompson,95.2543977,198.12
Paul Walther,72.5747792,187.96
Paul Westphal,88.45051215,193.04
Pavel Podkolzin,117.9340162,226.06
Pearl Washington,86.1825503,187.96
Peja Stojakovic,99.7903214,205.74
Pep Saul,83.91458845,187.96
Pepe Sanchez,88.45051215,193.04
Pero Antic,117.9340162,210.82
Perry Jones,106.594207,210.82
Perry Moss,83.91458845,187.96
Perry Warbington,74.84274105,187.96
Perry Young,95.2543977,195.58
Pervis Ellison,95.2543977,205.74
Pete Brennan,92.98643585,198.12
Pete Chilcutt,104.3262451,208.28
Pete Cross,104.3262451,205.74
Pete Maravich,89.35769689,195.58
Pete Myers,81.6466266,198.12
Pete Verhoeven,97.52235955,205.74
Pete Williams,86.1825503,200.66
Peter Aluma,117.9340162,208.28
Peter John Ramos,124.7379018,220.98
Peter Thibeaux,95.2543977,200.66
Petur Gudmundsson,117.9340162,218.44
Peyton Siva,83.91458845,182.88
Phil Bond,79.37866475,187.96
Phil Chenier,81.6466266,190.5
Phil Ford,79.37866475,187.96
Phil Hankinson,88.45051215,203.2
Phil Hicks,92.98643585,200.66
Phil Hubbard,97.52235955,203.2
Phil Jackson,99.7903214,203.2
Phil Jordon,92.98643585,208.28
Phil Lumpkin,74.84274105,182.88
Phil Martin,86.1825503,190.5
Phil Pressey,79.37866475,180.34
Phil Rollins,83.91458845,187.96
Phil Sellers,88.45051215,193.04
Phil Smith,83.91458845,193.04
Phil Walker,81.6466266,190.5
Phil Zevenbergen,104.3262451,208.28
Pickles Kennedy,81.6466266,180.34
Plummer Lott,95.2543977,195.58
Pooh Richardson,81.6466266,185.42
Popeye Jones,113.3980925,203.2
Pops Mensah-Bonsu,108.8621688,205.74
Porter Meriwether,81.6466266,187.96
Predrag Drobnjak,122.4699399,210.82
Predrag Savovic,102.0582833,198.12
Priest Lauderdale,147.4175203,223.52
Primoz Brezec,114.3052772,218.44
Purvis Short,95.2543977,200.66
Quentin Richardson,101.1510985,198.12
Quincy Acy,105.6870222,200.66
Quincy Douby,79.37866475,190.5
Quincy Lewis,97.52235955,200.66
Quincy Miller,95.2543977,205.74
Quincy Pondexter,102.0582833,198.12
Quinn Buckner,86.1825503,190.5
Quintin Dailey,81.6466266,190.5
Quinton Ross,88.45051215,198.12
Qyntel Woods,100.2439138,203.2
Radisav Curcic,124.7379018,208.28
Raef LaFrentz,108.8621688,210.82
Rafael Addison,97.52235955,200.66
Rafael Araujo,127.0058636,210.82
Rafer Alston,77.56429527,187.96
Raja Bell,92.53284348,195.58
Rajon Rondo,77.56429527,185.42
Ralph Davis,81.6466266,193.04
Ralph Drollinger,113.3980925,218.44
Ralph Lewis,90.718474,198.12
Ralph Ogden,92.98643585,195.58
Ralph Sampson,103.4190604,223.52
Ralph Simpson,90.718474,195.58
Ralph Wells,81.6466266,185.42
Ramon Rivas,117.9340162,208.28
Ramon Sessions,86.1825503,190.5
Randell Jackson,97.52235955,210.82
Randolph Childress,85.27536556,187.96
Randolph Keys,88.45051215,200.66
Randolph Morris,120.6555704,208.28
Randy Allen,99.7903214,203.2
Randy Breuer,104.3262451,220.98
Randy Brown,86.1825503,187.96
Randy Denton,108.8621688,208.28
Randy Foye,95.2543977,193.04
Randy Holcomb,102.0582833,205.74
Randy Livingston,94.80080533,193.04
Randy Smith,81.6466266,190.5
Randy White,108.8621688,203.2
Randy Wittman,95.2543977,198.12
Randy Woods,83.91458845,177.8
Rashad McCants,93.89362059,193.04
Rashard Lewis,97.52235955,208.28
Rasheed Wallace,102.0582833,208.28
Rasho Nesterovic,112.4909078,213.36
Rastko Cvetkovic,117.9340162,215.9
Rasual Butler,92.98643585,200.66
Ratko Varda,117.9340162,215.9
Raul Lopez,77.1107029,185.42
Rawle Marshall,86.1825503,205.74
Ray Allen,92.98643585,195.58
Ray Blume,83.91458845,193.04
Ray Epps,88.45051215,198.12
Ray Felix,99.7903214,210.82
Ray McCallum,86.1825503,190.5
Ray Owes,101.6046909,205.74
Ray Radziszewski,95.2543977,195.58
Ray Scott,97.52235955,205.74
Ray Tolbert,102.0582833,205.74
Ray Williams,85.27536556,190.5
Raymond Brown,99.7903214,203.2
Raymond Felton,89.81128926,185.42
Raymond Townsend,79.37866475,190.5
Red Davis,99.7903214,200.66
Red Kerr,104.3262451,205.74
Red Morrison,99.7903214,203.2
Red Rocha,83.91458845,205.74
Reece Gaines,92.98643585,198.12
Reggie Bullock,92.98643585,200.66
Reggie Carter,79.37866475,190.5
Reggie Evans,111.1301307,203.2
Reggie Geary,84.82177319,187.96
Reggie Hanson,88.45051215,203.2
Reggie Harding,112.9445001,213.36
Reggie Jackson,94.34721296,190.5
Reggie Johnson,92.98643585,205.74
Reggie Jordan,88.45051215,193.04
Reggie King,102.0582833,198.12
Reggie Lewis,88.45051215,200.66
Reggie Miller,83.91458845,200.66
Reggie Slater,97.52235955,200.66
Reggie Smith,108.8621688,208.28
Reggie Theus,86.1825503,200.66
Reggie Williams,95.2543977,198.12
Reggie Williams,86.1825503,200.66
Renaldo Balkman,94.34721296,203.2
Renaldo Major,90.718474,200.66
Rex Chapman,83.91458845,193.04
Rex Morgan,86.1825503,195.58
Rex Walters,86.1825503,193.04
Rich Eichhorst,90.718474,190.5
Rich Johnson,95.2543977,200.66
Rich Jones,99.7903214,198.12
Rich Kelley,106.594207,213.36
Rich King,117.9340162,218.44
Rich Laurel,86.1825503,198.12
Rich Manning,114.7588696,210.82
Rich Niemann,111.1301307,213.36
Rich Rinaldi,88.45051215,190.5
Rich Yonakor,99.7903214,205.74
Richard Anderson,108.8621688,208.28
Richard Coffey,96.16158244,198.12
Richard Dumas,90.718474,200.66
Richard Hamilton,83.91458845,198.12
Richard Jefferson,100.6975061,200.66
Richard Morton,86.1825503,190.5
Richard Petruska,117.9340162,208.28
Richard Rellford,104.3262451,198.12
Richard Washington,99.7903214,210.82
Richie Frahm,95.2543977,195.58
Richie Guerin,88.45051215,193.04
Richie Regan,81.6466266,187.96
Rick Adelman,79.37866475,185.42
Rick Barry,92.98643585,200.66
Rick Brunson,86.1825503,193.04
Rick Calloway,81.6466266,198.12
Rick Carlisle,95.2543977,195.58
Rick Fox,104.3262451,200.66
Rick Hughes,106.594207,205.74
Rick Mahorn,108.8621688,208.28
Rick Roberson,104.7798375,205.74
Rick Robey,104.3262451,210.82
Rick Weitzman,79.37866475,187.96
Rick Wilson,90.718474,195.58
Rickey Brown,97.52235955,208.28
Rickey Green,77.1107029,182.88
Rickey Williams,79.37866475,185.42
Rickie Winslow,102.0582833,203.2
Ricky Berry,92.98643585,203.2
Ricky Blanton,97.52235955,200.66
Ricky Davis,88.45051215,198.12
Ricky Grace,81.6466266,185.42
Ricky Ledo,88.45051215,200.66
Ricky Marsh,90.718474,190.5
Ricky Pierce,92.98643585,193.04
Ricky Rubio,81.6466266,193.04
Ricky Sobers,89.81128926,190.5
Ricky Wilson,88.45051215,190.5
Rik Smits,113.3980925,223.52
Rob Kurz,105.2334298,205.74
Rob Lock,102.0582833,205.74
Rob Rose,81.6466266,195.58
Rob Williams,79.37866475,187.96
Robbie Hummel,97.52235955,203.2
Robert Archibald,113.3980925,210.82
Robert Churchwell,88.45051215,198.12
Robert Covington,97.52235955,205.74
Robert Hawkins,86.1825503,193.04
Robert Hite,83.46099608,187.96
Robert Horry,99.7903214,205.74
Robert Pack,81.6466266,187.96
Robert Parish,104.3262451,213.36
Robert Reid,92.98643585,203.2
Robert Sacre,119.2947933,213.36
Robert Smith,74.84274105,180.34
Robert Swift,111.1301307,213.36
Robert Traylor,128.8202331,203.2
Robert Werdann,113.3980925,210.82
Robert Whaley,117.9340162,208.28
Robin Jones,102.0582833,205.74
Robin Lopez,115.6660544,213.36
Rock Lee,99.7903214,208.28
Rod Derline,79.37866475,182.88
Rod Foster,72.5747792,185.42
Rod Freeman,102.0582833,200.66
Rod Higgins,90.718474,200.66
Rod Knowles,97.52235955,205.74
Rod Strickland,79.37866475,190.5
Rod Thorn,88.45051215,193.04
Rodney Buford,85.72895793,195.58
Rodney Carney,92.98643585,200.66
Rodney McCray,99.7903214,200.66
Rodney Rogers,106.594207,200.66
Rodney Stuckey,92.98643585,195.58
Rodney White,107.9549841,205.74
Rodrick Rhodes,102.0582833,198.12
Rodrigue Beaubois,77.1107029,182.88
Roger Brown,102.0582833,210.82
Roger Burkman,79.37866475,195.58
Roger Mason,90.718474,195.58
Roger Phegley,92.98643585,198.12
Roger Powell,106.594207,198.12
Roger Strickland,90.718474,195.58
Roko Ukic,83.00740371,195.58
Roland West,80.73944186,193.04
Rolando Blackman,86.1825503,198.12
Rolando Ferreira,108.8621688,215.9
Rollen Hans,95.2543977,187.96
Ron Anderson,97.52235955,200.66
Ron Behagen,83.91458845,205.74
Ron Bonham,87.08973504,195.58
Ron Boone,90.718474,187.96
Ron Brewer,81.6466266,193.04
Ron Carter,86.1825503,195.58
Ron Cavenall,104.3262451,215.9
Ron Crevier,106.594207,213.36
Ron Davis,89.81128926,198.12
Ron Feiereisel,83.91458845,190.5
Ron Filipek,92.98643585,195.58
Ron Grandison,97.52235955,198.12
Ron Harper,83.91458845,198.12
Ron Horn,99.7903214,200.66
Ron Johnson,97.52235955,203.2
Ron Knight,97.52235955,200.66
Ron Lee,87.54332741,193.04
Ron Mercer,95.2543977,200.66
Ron Moore,117.9340162,213.36
Ron Reed,92.98643585,195.58
Ron Riley,88.45051215,203.2
Ron Rowan,90.718474,195.58
Ron Shavlik,90.718474,203.2
Ron Sobie,83.91458845,190.5
Ron Watts,95.2543977,198.12
Ron Williams,85.27536556,190.5
Ronald Dupree,94.80080533,200.66
Ronald Murray,86.1825503,193.04
Ronnie Brewer,99.7903214,200.66
Ronnie Lester,79.37866475,187.96
Ronnie MacGilvray,83.91458845,187.96
Ronnie Murphy,102.0582833,195.58
Ronnie Price,86.1825503,187.96
Ronnie Valentine,95.2543977,200.66
Ronny Turiaf,112.9445001,208.28
Rony Seikaly,104.3262451,210.82
Rory Sparrow,79.37866475,187.96
Rory White,95.2543977,203.2
Roshown McLeod,100.2439138,203.2
Rowland Garrett,95.2543977,198.12
Roy Hamilton,81.6466266,187.96
Roy Hibbert,126.0986789,218.44
Roy Hinson,95.2543977,205.74
Roy Marble,86.1825503,198.12
Roy Rogers,106.594207,208.28
Roy Tarpley,104.3262451,210.82
Royal Ivey,90.718474,190.5
Royce White,122.4699399,203.2
Ruben Boumtje-Boumtje,116.5732391,213.36
Ruben Garces,111.1301307,205.74
Ruben Nembhard,94.34721296,190.5
Ruben Patterson,101.6046909,195.58
Ruben Wolkowyski,122.4699399,208.28
Rudy Fernandez,83.91458845,198.12
Rudy Gay,104.3262451,203.2
Rudy Gobert,99.7903214,215.9
Rudy Hackett,95.2543977,205.74
Rudy LaRusso,99.7903214,200.66
Rudy Macklin,92.98643585,200.66
Rudy Tomjanovich,98.88313666,203.2
Rudy White,88.45051215,187.96
Rumeal Robinson,88.45051215,187.96
Russ Lee,83.91458845,195.58
Russ Schoene,95.2543977,208.28
Russell Cross,97.52235955,208.28
Russell Westbrook,84.82177319,190.5
Rusty LaRue,95.2543977,187.96
Ryan Anderson,108.8621688,208.28
Ryan Bowen,97.52235955,200.66
Ryan Gomes,113.3980925,200.66
Ryan Hollins,104.3262451,213.36
Ryan Humphrey,106.594207,203.2
Ryan Kelly,104.3262451,210.82
Ryan Lorthridge,86.1825503,193.04
Ryan Reid,105.2334298,203.2
Ryan Robertson,86.1825503,195.58
Ryan Stack,97.52235955,210.82
Salim Stoudamire,81.19303423,185.42
Sam Bowie,106.594207,215.9
Sam Cassell,83.91458845,190.5
Sam Jacobson,97.52235955,193.04
Sam Jones,89.81128926,193.04
Sam Lacey,106.594207,208.28
Sam Mack,99.7903214,200.66
Sam Mitchell,95.2543977,198.12
Sam Pellom,102.0582833,205.74
Sam Perkins,106.594207,205.74
Sam Sibert,97.52235955,200.66
Sam Smith,90.718474,193.04
Sam Stith,83.91458845,187.96
Sam Vincent,83.91458845,187.96
Sam Williams,81.6466266,190.5
Sam Williams,95.2543977,203.2
Sam Worthen,88.45051215,195.58
Sam Young,99.7903214,198.12
Samaki Walker,108.8621688,205.74
Samardo Samuels,117.9340162,205.74
Samuel Dalembert,113.3980925,210.82
Sarunas Jasikevicius,88.45051215,193.04
Sarunas Marciulionis,90.718474,195.58
Sasha Danilovic,90.718474,195.58
Sasha Pavlovic,99.7903214,203.2
Sasha Vujacic,87.54332741,200.66
Scooter McCray,97.52235955,205.74
Scot Pollard,120.2019781,210.82
Scott Brooks,74.84274105,180.34
Scott Burrell,98.88313666,200.66
Scott English,92.98643585,198.12
Scott Haffner,81.6466266,190.5
Scott Haskin,113.3980925,210.82
Scott Hastings,106.594207,208.28
Scott Lloyd,104.3262451,208.28
Scott Machado,92.98643585,185.42
Scott May,97.52235955,200.66
Scott Meents,102.0582833,208.28
Scott Padgett,108.8621688,205.74
Scott Roth,96.16158244,203.2
Scott Sims,77.1107029,185.42
Scott Skiles,81.6466266,185.42
Scott Wedman,97.52235955,200.66
Scott Williams,104.3262451,208.28
Scottie Pippen,95.2543977,203.2
Scotty Hopson,92.53284348,200.66
Sean Colson,79.37866475,182.88
Sean Elliott,92.98643585,203.2
Sean Green,95.2543977,195.58
Sean Higgins,92.98643585,205.74
Sean Lampley,102.965468,200.66
Sean Marks,113.3980925,208.28
Sean May,120.6555704,205.74
Sean Rooks,113.3980925,208.28
Sean Singletary,83.91458845,182.88
Sean Williams,106.594207,208.28
Sebastian Telfair,74.84274105,182.88
Sedale Threatt,79.37866475,187.96
Sedric Toney,80.73944186,187.96
Semih Erden,108.8621688,213.36
Serge Ibaka,99.7903214,208.28
Sergei Bazarevich,76.20351816,187.96
Sergei Monia,99.7903214,203.2
Sergey Karasev,92.07925111,200.66
Sergio Rodriguez,76.20351816,190.5
Seth Curry,83.91458845,187.96
Shabazz Muhammad,102.0582833,198.12
Shaler Halimon,90.26488163,195.58
Shammond Williams,91.17206637,185.42
Shandon Anderson,94.34721296,198.12
Shane Battier,99.7903214,203.2
Shane Edwards,99.7903214,200.66
Shane Heal,81.6466266,182.88
Shane Larkin,79.83225712,180.34
Shannon Brown,92.98643585,193.04
Shaquille O'Neal,147.4175203,215.9
Shareef Abdur-Rahim,102.0582833,205.74
Sharone Wright,117.9340162,210.82
Sharrod Ford,102.0582833,205.74
Shaun Livingston,82.55381134,200.66
Shavlik Randolph,108.8621688,208.28
Shawn Bradley,106.594207,228.6
Shawn Kemp,104.3262451,208.28
Shawn Marion,99.7903214,200.66
Shawn Respert,88.45051215,185.42
Shawne Williams,102.0582833,205.74
Shawnelle Scott,113.3980925,208.28
Shea Seals,95.2543977,195.58
Shelden Williams,113.3980925,205.74
Shellie McMillon,92.98643585,195.58
Shelton Jones,95.2543977,205.74
Shelvin Mack,97.52235955,190.5
Sherell Ford,95.2543977,200.66
Sherman Douglas,81.6466266,182.88
Sherron Collins,92.98643585,180.34
Si Green,83.91458845,187.96
Sid Catlett,104.3262451,198.12
Sidney Green,99.7903214,205.74
Sidney Lowe,88.45051215,182.88
Sidney Moncrief,81.6466266,190.5
Sidney Wicks,102.0582833,203.2
Skeeter Henry,86.1825503,200.66
Skip Harlicka,83.91458845,185.42
Skippy Whitaker,81.6466266,185.42
Slater Martin,77.1107029,177.8
Slavko Vranes,124.7379018,226.06
Sleepy Floyd,77.1107029,190.5
Slick Leonard,83.91458845,190.5
Slick Watts,79.37866475,185.42
Sly Williams,95.2543977,200.66
Smush Parker,86.1825503,193.04
Solomon Alabi,113.8516849,215.9
Solomon Hill,99.7903214,200.66
Solomon Jones,104.3262451,208.28
Sonny Dove,89.81128926,200.66
Sonny Parker,90.718474,198.12
Sonny Weems,92.07925111,198.12
Soumaila Samake,104.3262451,213.36
Speedy Claxton,75.29633342,180.34
Spencer Hawes,111.1301307,213.36
Spencer Haywood,102.0582833,203.2
Spud Webb,60.32778521,167.64
Stacey Arceneaux,95.2543977,193.04
Stacey Augmon,92.98643585,198.12
Stacey King,104.3262451,210.82
Stan Kimbrough,69.39963261,180.34
Stan Love,97.52235955,205.74
Stan McKenzie,88.45051215,195.58
Stan Pietkiewicz,90.718474,195.58
Stan Washington,86.1825503,193.04
Stanislav Medvedenko,113.3980925,208.28
Stanley Brundy,95.2543977,198.12
Stanley Jackson,83.91458845,190.5
Stanley Roberts,129.2738255,213.36
Stefano Rusconi,108.8621688,205.74
Steffond Johnson,108.8621688,203.2
Stephane Lasme,97.52235955,203.2
Stephen Curry,83.91458845,190.5
Stephen Graham,97.52235955,198.12
Stephen Howard,102.0582833,205.74
Stephen Jackson,98.88313666,203.2
Stephon Marbury,81.6466266,187.96
Steve Alford,83.00740371,187.96
Steve Bardo,86.1825503,195.58
Steve Blake,78.01788764,190.5
Steve Bracey,79.37866475,185.42
Steve Bucknall,97.52235955,198.12
Steve Burtt,83.91458845,187.96
Steve Colter,74.84274105,190.5
Steve Courtin,85.27536556,185.42
Steve Downing,102.0582833,203.2
Steve Francis,88.45051215,190.5
Steve Goodrich,99.7903214,208.28
Steve Green,99.7903214,200.66
Steve Hamer,111.1301307,213.36
Steve Hamilton,86.1825503,198.12
Steve Harris,88.45051215,195.58
Steve Hawes,99.7903214,205.74
Steve Hayes,92.98643585,213.36
Steve Henson,80.28584949,180.34
Steve Johnson,106.594207,208.28
Steve Jones,92.98643585,195.58
Steve Kerr,79.37866475,190.5
Steve Kuberski,97.52235955,203.2
Steve Lingenfelter,102.0582833,205.74
Steve Malovic,104.3262451,208.28
Steve Mix,97.52235955,200.66
Steve Nash,88.45051215,190.5
Steve Novak,99.7903214,208.28
Steve Patterson,102.0582833,205.74
Steve Scheffler,113.3980925,205.74
Steve Sheppard,97.52235955,198.12
Steve Smith,90.718474,200.66
Steve Stipanovich,111.1301307,210.82
Steven Adams,113.3980925,213.36
Steven Hill,112.4909078,213.36
Steven Hunter,99.7903214,213.36
Steven Smith,106.594207,203.2
Stevin Smith,94.34721296,187.96
Stewart Granger,86.1825503,190.5
Stojko Vrankovic,117.9340162,218.44
Stromile Swift,102.0582833,205.74
Stu Lantz,79.37866475,190.5
Stuart Gray,106.594207,213.36
Sun Yue,92.98643585,205.74
Sundiata Gaines,83.91458845,185.42
Swede Halbrook,106.594207,220.98
Swen Nater,108.8621688,210.82
Sylvester Gray,104.3262451,198.12
Sylvester Norris,99.7903214,210.82
T.J. Ford,74.84274105,182.88
T.R. Dunn,87.08973504,193.04
Taj Gibson,102.0582833,205.74
Tal Skinner,88.45051215,195.58
Tamar Slay,97.52235955,203.2
Tang Hamilton,99.7903214,203.2
Tarence Kinsey,83.91458845,198.12
Tariq Abdul-Wahad,101.1510985,198.12
Tate Armstrong,79.37866475,190.5
Tate George,86.1825503,195.58
Taurean Green,80.28584949,182.88
Taylor Griffin,107.9549841,200.66
Tayshaun Prince,97.52235955,205.74
Ted Luckenbill,92.98643585,198.12
Ted Manakas,81.6466266,187.96
Ted McClain,81.6466266,185.42
Tellis Frank,102.0582833,208.28
